,sig1,sig2,sig3,sig4,sig5,sig6,zone
0,3.0266227947498066,5.320474029592519,1.2969763733533575,5.83248269718198,5.548093156867221,0.2648426896525045,8
1,2.29343133323632,8.950831480310931,4.3876689773705575,9.054687741981072,0.6997173747222666,1.556249435921065,6
2,7.732456386552701,8.867545852522625,3.5550996789348215,6.381053250124861,0.5681957319799814,3.5329651607208903,3
3,3.5099727573634016,5.096477506552742,1.265424400999505,6.180143901505096,5.626308400945251,0.03521536212337319,8
4,1.6320623422417597,6.316934288059808,4.423999661024234,7.82849559483144,7.742987776446797,2.7781471750916404,0
5,6.835168961002122,6.899952296059659,3.7146118162271087,5.187873534023328,4.592372937780966,0.11536424836698919,2
6,3.145965339256657,5.0199479696135105,1.131193663555646,5.779489786335489,6.052073967596476,0.4651329049011079,8
7,2.4477221751211524,9.362056770023505,4.226224520557075,8.816902788312914,0.6326764349865155,1.937641051139162,6
8,3.1811548377314542,4.794590500140458,1.1252180238013674,5.819339041335907,5.662439762915249,-0.08576613311791537,8
9,0.8200014463318837,6.601915045268816,6.067571895283189,5.622414962301156,0.29496030475086776,5.805360547966349,7
10,0.5932896166002294,7.135925632234606,5.77840989563089,5.2403486533028305,0.7841980221058218,5.438856802593377,7
11,2.4043157393302796,8.231983355924624,9.314980266624106,8.752650287273282,3.8416136943548853,5.093000095587317,1
12,6.428163744900717,8.925300526538196,8.047443085931482,9.874055350045913,9.515678572013828,8.249333717900976,9
13,6.140541568567304,8.91687509046602,7.842066221624497,10.084388660959746,9.427217739859307,7.639749504811959,9
14,9.409247781527514,6.545408107712586,4.06835659856518,8.221414284681158,2.810756717568211,5.45102910400997,4
15,2.150889880318358,9.075483238607957,4.447569383689395,9.220620954065845,0.43557158801379986,1.7899080072829852,6
16,5.9363364888835894,9.099650074633198,7.742121860705319,9.836417030729383,9.63875128370778,7.867998409295152,9
17,6.893752902788257,6.729111625586744,3.8784142488820694,5.6717756082233395,5.005025279908298,0.14531533175277256,2
18,3.2183738868898284,4.844905919331534,1.1748180820309941,6.172286322166379,5.551542884511972,0.306494237882344,8
19,9.207396713793722,6.276802935083129,4.003426256969184,8.165343195051253,3.3305699440266756,5.695163586768516,4
20,8.317300685282472,4.524281626211685,8.151029784151433,1.5374059563080453,7.27003637800115,7.0424451142637405,5
21,8.652781121558112,4.364390648461698,7.757235652410734,1.562073837819018,7.0678695707136505,7.143005306062125,5
22,3.275056373479944,5.091678701793622,1.131852635828121,6.230966281252296,5.792934757224997,0.46624509886807725,8
23,3.6530719440439965,5.084719868759622,1.1895480778233336,5.798707190740098,5.629289707323734,0.3075484691596325,8
24,7.882168885021226,8.80091431207482,4.084383666700923,6.016854778192892,0.6906408694442399,3.5995259817371705,3
25,7.8237017546095045,9.034137159958522,3.483622236925363,6.165939271213511,0.6313022820537473,4.1370971171723925,3
26,2.815698321573123,7.896776456263883,9.857195690587101,8.542958639086635,3.501256021432517,5.1910729000657625,1
27,7.680928202615569,8.782282111923976,3.6222214712868417,6.15142691814494,0.9416880221239468,3.37319604775435,3
28,3.3395266761850273,5.259167677745973,1.309199826543312,6.310097647809688,5.7197300145517564,0.30147256218751084,8
29,8.717421190746856,4.424938294037982,8.067366537739167,1.3513810623878397,6.839893408285029,7.107851187448496,5
30,6.664117624117955,7.669092682177155,3.7086977438058097,5.430815709666037,5.012425712082999,-0.14459662078580732,2
31,7.726919924808213,8.63358177682762,3.3407778103726034,6.2207735915094915,0.31699001332551024,3.244800943994024,3
32,7.966087318926291,8.74206606768743,3.789445836178686,5.923494951941828,0.5978394370870925,3.7162760419268475,3
33,8.49403296681591,4.017782685701904,7.575460720622324,1.3498471075304463,6.563161288974505,7.070714777350501,5
34,9.477787262833951,6.757227559503567,3.8313795897651532,8.09392789672464,2.8903456130913283,5.749605404862721,4
35,9.154481367661267,6.632871351935022,3.6286094047690565,8.095748491485745,3.0640807328918322,5.632849001398983,4
36,7.894966304014206,8.877750327827243,3.69368897747882,5.921166097708272,0.7351329468485365,3.584408497301207,3
37,3.0953578535867607,7.972778689216588,9.659626209271213,8.72272168217316,3.727843899891869,5.05703920293564,1
38,7.292962524804404,8.629648338522975,3.4934198253827526,6.406204023077063,0.8214018885365996,3.815553870419641,3
39,3.1517975501852145,4.919897868178748,1.117123714763298,5.9996995802206925,5.466628109783631,-0.1174150646840588,8
40,3.2021989479539017,7.998818935534458,9.63970996208855,8.779891083167126,4.169720579941044,5.008020099836457,1
41,9.102585944366565,6.224162533921813,3.9393209628707573,7.887260629147661,3.0042836139720572,5.570021830385479,4
42,0.15072740093816073,6.671766926888347,6.075281387937741,5.349298996640974,0.49942360041534223,5.8487665160704845,7
43,6.308360876564053,9.357665237803078,8.259963851746742,9.716824647396226,9.597421377768049,7.941270488641849,9
44,6.757459281327194,7.238553502638588,3.7711770292069677,5.625430634569816,4.907670617498681,-0.04443614360674911,2
45,6.194289086652725,9.006500342131394,8.060761440131001,10.100815367963124,9.530466091007778,7.986455433648649,9
46,2.0923206218388506,6.132747280348845,4.158011303911145,8.268727952735972,8.101847990225124,2.755295695148639,0
47,2.0449993325516065,9.261011960151627,4.170590833981785,9.045303436483128,0.5615495326089174,1.776815078645549,6
48,3.539369426555902,4.797197169789587,1.007751828688353,6.3166263528637225,5.627660050670118,-0.18807810231760197,8
49,2.121936542617539,6.409468295157386,4.413169787191025,7.905025570663437,7.482413818267652,2.8765723133116374,0
50,9.356639106577985,6.349776507237344,4.10626693369729,7.781971574985756,3.473399762817163,5.917384907842106,4
51,3.2913892156287705,4.90076390723824,1.2650226271522027,5.856015462373214,5.75471816997258,0.23747919816969978,8
52,5.9593845831595,9.312723699478463,7.743087235048477,9.930057209719394,9.12110270140567,8.015548905773551,9
53,1.7680163058365987,6.193368816696256,4.626031128995376,8.000335212597825,7.763838032199025,2.8515054992288134,0
54,8.020413094456197,8.817580399690089,3.652713119538764,6.14593787233733,0.3524548065307979,3.820533514772328,3
55,2.1128702108377997,6.399387370126023,4.383766471362423,7.839216126961714,8.058635257116629,2.114176138922553,0
56,1.9299989080683626,6.116729559775458,4.167471733651051,7.958824281204731,7.894886231074964,2.977708865941135,0
57,2.134422235999805,9.205114055895507,4.360898778673474,8.884913573439594,0.47837663840048,1.7026499265305024,6
58,3.0316411770158798,7.787206773244971,9.771268103722917,8.836737503122635,3.582427767739869,4.942906199833536,1
59,2.2901431326293213,9.209001318304402,4.480638069534666,8.964211641153417,1.0578975023186605,1.9774796238951375,6
60,1.7497548906966152,6.403926818313124,4.191044824643153,7.86392662045854,7.925332470528271,2.7957814155614673,0
61,2.5213344615929243,7.691089655053495,9.806892182083743,8.919068258620067,3.925694554510014,4.910868199483941,1
62,1.7191975050114183,6.124052305101111,4.24299315194046,8.106233142190408,7.846808616332972,2.641486456250121,0
63,9.323454899269725,6.379899797889424,4.043650373074222,7.86093331063839,3.3084161902616476,5.6376008887634494,4
64,9.619070897349875,6.535549416658475,4.277808635615404,7.5817992264087035,3.2189771607962263,5.75891848259989,4
65,3.2082657887029224,5.037211593727936,1.2151802601873083,6.060179783920183,5.980806552672095,0.3626646742131167,8
66,2.576725876085311,8.946894897592099,4.617778193356512,9.050111928001787,0.33438971558340597,1.985559648347708,6
67,9.4036153558072,6.4398599350702845,3.928635302815297,7.831799853111768,3.2424158073184364,5.8426247538802745,4
68,0.39913472912254855,6.99918522625143,5.899426737969077,5.1015638863269706,0.6173172633640491,5.842663596754435,7
69,2.00000542147552,6.0850295899291975,4.384026777110418,7.943710290295868,7.721687068952803,2.7169078963530264,0
70,0.5196688417028922,7.102595197025981,5.939810419011103,5.524190206687376,0.2589927639099855,5.737652921309448,7
71,1.7624667561915235,6.392886499918839,4.4496722563013655,7.896776617951869,7.793615650957186,2.4052044503552255,0
72,0.7300119531638892,6.444444381627296,5.8605137348198655,5.023059741167017,0.5986084308929538,5.371623017284553,7
73,6.701163095265088,7.195403007370905,3.5029796257214607,5.43325015141358,5.503771162947836,-0.23460030696160428,2
74,8.92015030168385,4.389253825977392,7.879423196268643,1.3418156618912074,6.842415445859537,7.135408817169629,5
75,6.429618081779312,9.257218648769165,7.972155877371364,9.808964271322571,9.29066647508051,7.6550920869421635,9
76,1.602051053034923,6.275311848659758,4.3453843405642125,7.8902656520513,8.063959542150014,2.5942610685771066,0
77,9.422148057709881,6.508283196806489,4.078351121230933,7.569998097031476,3.222224215812593,5.642719113632782,4
78,3.09952860083479,7.736721040009098,9.704603869445883,8.41098205209021,3.57024029286591,4.786503791222879,1
79,1.5606436603039142,6.579151769890529,4.498713318870639,7.773257188105275,7.8596218667294915,2.4812968257866475,0
80,9.209004160534999,6.565892349969798,4.29154215524456,8.152834285725918,3.270369134676808,5.8447517380851846,4
81,2.1251645331034115,9.352913356416979,4.49641978051934,9.04016057506208,0.5201470850701044,1.7040743443356392,6
82,7.114997791468242,7.375189264895098,3.9163297779455344,5.3939467179360685,5.0411272252172035,-0.04043343553861989,2
83,8.429692301014999,4.518107367070516,7.892654196803456,1.2527565539789343,7.0309229427374795,6.797940924479729,5
